indices,x,y,z,localized_index,localized_x,localized_y,localized_z,run_status,run_msg,localized_H0,chi_sq,accepted_clusters,posterior_file,corner_plot,trace_plot,second_smallest_chi2,bayes_factor
4.0,240.17231017024787,239.92204945766625,1.7794547082618268,4.0,240.0764131874717,239.8695500676044,0.0,OK,,0.0,0.0818444685051831,4.0,,,,67.7157892286192,67.63394476011402
4.0,218.43691619262896,228.50873218074608,2.6459871376062214,4.0,218.42764129979383,228.51805480701125,0.0,OK,,0.0,0.3330014070063706,4.0,,,,163.7545867619861,163.42158535497973
4.0,238.0280577819738,241.41094150652413,3.0739007128318168,4.0,238.1167644639528,241.4710159247176,0.0,OK,,0.0,0.1024689132514735,4.0,,,,156.70754641792865,156.60507750467718
4.0,246.97021070356595,244.31795802751827,3.59892962477113,4.0,246.93830187064327,244.29763286999705,0.0,OK,,0.0,0.0320096250643523,4.0,,,,123.99565606717368,123.96364644210934
4.0,215.04317148927697,219.8754671732869,2.322072829526295,4.0,215.037397256892,219.86761257133904,0.0,OK,,0.0,0.0031743001876316,4.0,,,,44.39787316217377,44.394698861986136
4.0,209.92953727657272,223.918324482705,3.158563677167676,4.0,209.9605814580749,223.96113977153976,0.0,OK,,0.0,0.3567815902489122,4.0,,,,354.1363143324667,353.77953274221784
5.0,158.5644652819504,153.89433140274355,3.974961343540508,5.0,158.59351924741895,153.91590561283016,0.0,OK,,0.0,3000.0,5.0,,,,1300.8378090613696,-1699.1621909386304
5.0,149.54150998573235,145.827165476623,2.5581140991583826,5.0,149.5464162354548,145.831938695904,0.0,OK,,0.0,0.0121681940321715,5.0,,,,54.88829685447598,54.87612866044381
5.0,147.6071947647212,147.59585407699092,3.8437538585392814,5.0,147.60575280986075,147.5938543845234,0.0,OK,,0.0,0.0002571347023822,5.0,,,,26.73444383420311,26.734186699500725
5.0,148.97416175898002,146.16820459717337,3.678889582018596,5.0,149.06114015565123,146.24333340745932,0.0,OK,,0.0,1.2874945173192065,5.0,,,,36.47401105029962,35.18651653298042
5.0,161.5314039453944,160.34493047815977,3.031246138542627,,,,,NO_GUESS,,,,,,,,3000.0,
5.0,162.43894824648913,164.7986199908502,3.856867035691511,5.0,162.44148728991485,164.81443443169834,0.0,OK,,0.0,0.2929551536135265,5.0,,,,2760.28055672977,2759.9876015761565
5.0,149.6440742189844,146.20028341620184,3.382216716350439,5.0,149.635778013261,146.19275199645864,0.0,OK,,0.0,0.0040536587459598,5.0,,,,42.33504384448314,42.33099018573718
5.0,133.9336924274209,130.5942581450901,3.108274691057174,5.0,133.90221507401887,130.55858139613332,0.0,OK,,0.0,0.5700681257319161,5.0,,,,317.19041859310954,316.62035046737765
5.0,147.3700693180998,148.4477015340461,2.946973548854813,5.0,147.35676772798922,148.43529772724642,0.0,OK,,0.0,0.0558899631239389,5.0,,,,37.12634450373906,37.070454540615124
5.0,161.79685369983125,160.67772993197318,3.2692150838543768,,,,,NO_GUESS,,,,,,,,3000.0,
2.0,94.42064026452104,97.26751046582096,3.271620022758001,2.0,94.38609934515344,97.131127042405,0.0,OK,,0.0,0.9591509937024736,2.0,,,,73.13097353456158,72.1718225408591
