indices,x,y,z,localized_index,localized_x,localized_y,localized_z,run_status,run_msg,localized_H0,chi_sq,accepted_clusters,out_dir,posterior_file,corner_plot,trace_plot
2.0,101.8294449260504,104.91654113687676,2.58578627448952,2.0,101.73467217484688,104.9627418965872,0.0,OK,,0.0,0.130324429357779,2.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row23/test_tidy_row23,,,
2.0,101.47506742785632,101.41329941585582,2.187890305377851,2.0,101.44121321073337,101.31553049101556,0.0,OK,,0.0,6.503815549624084,2.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row24/test_tidy_row24,,,
2.0,99.38927382507366,101.2237319561628,3.8670049799731214,2.0,99.34629445002456,101.26828684054482,0.0,OK,,0.0,1.2090763470523538,2.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row25/test_tidy_row25,,,
2.0,99.79582124964446,104.74219014619706,3.200898090968876,2.0,99.89536028383526,104.7821568861754,0.0,OK,,0.0,0.251327055502613,2.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row26/test_tidy_row26,,,
2.0,101.92101159163816,106.02938048492436,3.900525434907258,2.0,102.132879655605,105.98156844866294,0.0,OK,,0.0,0.1245875234253657,2.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row27/test_tidy_row27,,,
2.0,96.833055307241,100.4011044449244,2.4525900143375976,2.0,96.82960794560556,100.3778546424124,0.0,OK,,0.0,0.0340169018314001,2.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row28/test_tidy_row28,,,
3.0,107.04384272523016,133.1468246743595,2.064461096683454,,,,,NO_GUESS,,,,,N/A,,,
3.0,127.78712643560206,110.82552512240756,2.8903710652505823,3.0,127.77799694555551,110.83654735387366,0.0,OK,,0.0,3000.0,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row30/test_tidy_row30,,,
3.0,125.94291380414867,109.68595516663268,3.7547879830135504,3.0,125.95063320550634,109.67333521923236,0.0,OK,,0.0,0.0055185239398263,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row31/test_tidy_row31,,,
3.0,127.10208231677667,110.36836220357031,3.0215358077832644,3.0,127.16854985051069,110.28148025678892,0.0,OK,,0.0,0.1755663295241717,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row32/test_tidy_row32,,,
3.0,125.1862426095528,108.72131582359688,2.937492820554342,3.0,125.18874661942532,108.7093786026593,0.0,OK,,0.0,0.1022994830931339,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row33/test_tidy_row33,,,
3.0,128.18575628614295,111.13959041253952,3.118051279493072,3.0,128.1576608988509,111.171967731427,0.0,OK,,0.0,0.1313918806857545,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row34/test_tidy_row34,,,
3.0,126.0584692520348,109.38686501962503,3.120829214915095,3.0,126.069733801457,109.38074633594417,0.0,OK,,0.0,0.0239516464553191,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row35/test_tidy_row35,,,
3.0,126.17874542373616,110.26099861481909,3.382546125461176,3.0,126.22537501289275,110.18545868553774,0.0,OK,,0.0,1.1287874667175006,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row36/test_tidy_row36,,,
3.0,118.64459795970726,119.15888144739468,2.037354212068576,3.0,126.32252212377271,109.52038932433533,0.0,OK,,0.0,35.02899478469365,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row37/test_tidy_row37,,,
3.0,135.3499838299349,100.9883301155073,2.167549832898194,3.0,135.35595055633758,100.973229726241,0.0,OK,,0.0,0.1111140741595732,3.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row38/test_tidy_row38,,,
4.0,281.00760609316853,260.74001156854735,2.610822486586075,4.0,281.01090264848904,260.7420327131422,0.0,OK,,0.0,0.0006179805798566,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row39/test_tidy_row39,,,
4.0,236.14387111677908,243.53685943517087,3.988271392194813,4.0,236.1783252161039,243.53538410799,0.0,OK,,0.0,0.0503235886418575,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row40/test_tidy_row40,,,
4.0,283.985148853597,257.44795090253604,2.5568102367341545,4.0,283.9731737691193,257.41903529883507,0.0,OK,,0.0,0.3054864507516173,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row41/test_tidy_row41,,,
4.0,223.11827169747377,217.12033620331,3.846463819659968,,,,,NO_GUESS,,,,,,,,
4.0,240.17231017024787,239.92204945766625,1.7794547082618268,4.0,240.0764131874717,239.8695500676044,0.0,OK,,0.0,0.0818444685051831,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row43/test_tidy_row43,,,
4.0,218.43691619262896,228.50873218074608,2.6459871376062214,4.0,218.42764129979383,228.51805480701125,0.0,OK,,0.0,0.3330014070063706,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row44/test_tidy_row44,,,
4.0,238.0280577819738,241.41094150652413,3.0739007128318168,4.0,238.1167644639528,241.4710159247176,0.0,OK,,0.0,0.1024689132514735,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row45/test_tidy_row45,,,
4.0,246.97021070356595,244.31795802751827,3.59892962477113,4.0,246.93830187064327,244.29763286999705,0.0,OK,,0.0,0.0320096250643523,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row46/test_tidy_row46,,,
4.0,215.04317148927697,219.8754671732869,2.322072829526295,4.0,215.037397256892,219.86761257133904,0.0,OK,,0.0,0.0031743001876316,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row47/test_tidy_row47,,,
4.0,209.92953727657272,223.918324482705,3.158563677167676,4.0,209.9605814580749,223.96113977153976,0.0,OK,,0.0,0.3567815902489122,4.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row48/test_tidy_row48,,,
5.0,158.5644652819504,153.89433140274355,3.974961343540508,5.0,158.59351924741895,153.91590561283016,0.0,OK,,0.0,3000.0,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row49/test_tidy_row49,,,
5.0,149.54150998573235,145.827165476623,2.5581140991583826,5.0,149.5464162354548,145.831938695904,0.0,OK,,0.0,0.0121681940321715,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row50/test_tidy_row50,,,
5.0,147.6071947647212,147.59585407699092,3.8437538585392814,5.0,147.60575280986075,147.5938543845234,0.0,OK,,0.0,0.0002571347023822,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row51/test_tidy_row51,,,
5.0,148.97416175898002,146.16820459717337,3.678889582018596,5.0,149.06114015565123,146.24333340745932,0.0,OK,,0.0,1.2874945173192065,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row52/test_tidy_row52,,,
5.0,161.5314039453944,160.34493047815977,3.031246138542627,,,,,NO_GUESS,,,,,,,,
5.0,162.43894824648913,164.7986199908502,3.856867035691511,5.0,162.44148728991485,164.81443443169834,0.0,OK,,0.0,0.2929551536135265,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row54/test_tidy_row54,,,
5.0,149.6440742189844,146.20028341620184,3.382216716350439,5.0,149.635778013261,146.19275199645864,0.0,OK,,0.0,0.0040536587459598,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row55/test_tidy_row55,,,
5.0,133.9336924274209,130.5942581450901,3.108274691057174,5.0,133.90221507401887,130.55858139613332,0.0,OK,,0.0,0.5700681257319161,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row56/test_tidy_row56,,,
5.0,147.3700693180998,148.4477015340461,2.946973548854813,5.0,147.35676772798922,148.43529772724642,0.0,OK,,0.0,0.0558899631239389,5.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row57/test_tidy_row57,,,
5.0,161.79685369983125,160.67772993197318,3.2692150838543768,,,,,NO_GUESS,,,,,,,,
2.0,94.42064026452104,97.26751046582096,3.271620022758001,2.0,94.38609934515344,97.131127042405,0.0,OK,,0.0,0.9591509937024736,2.0,/users/hiu-yeung.cheng/clusterlensing/out/fix_z/row59/test_tidy_row59,,,
